"Date","Price","Open","High","Low","Vol.","Change %"
"06/07/2022","16.7383","16.5806","16.7948","16.4975","","-0.50%"
"06/07/2022","17.1582","16.8309","17.1945","16.8035","","2.51%"
"06/08/2022","17.1276","16.7608","17.2199","16.7139","","-0.18%"
"06/08/2022","17.2491","17.1678","17.3960","16.7904","","0.71%"
"06/09/2022","17.1911","17.1509","17.3170","16.8005","","-0.34%"
"06/09/2022","17.0718","17.2272","17.2702","16.8915","","-0.69%"
"06/10/2022","17.0718","17.1960","17.3315","16.8295","","0.00%"
"06/13/2022","17.2486","17.1488","17.3496","16.9430","","1.04%"
"06/13/2022","17.2226","17.2602","17.2944","17.1905","","-0.15%"
"06/14/2022","17.2611","17.2640","17.3611","17.1100","","0.22%"
"06/14/2022","17.2301","17.2200","17.3047","17.1915","","-0.18%"
"06/15/2022","17.2254","17.2733","17.3667","17.1406","","-0.03%"
"06/15/2022","17.2865","17.2396","17.3215","17.2136","","0.35%"
"06/16/2022","17.2999","17.2421","17.3920","17.1518","","0.08%"
"06/16/2022","17.3255","17.2886","17.3545","17.2455","","0.15%"
"06/17/2022","17.3255","17.3038","17.3577","17.2460","","0.00%"
"06/20/2022","17.3219","17.3165","17.4405","17.2070","","-0.02%"
"06/20/2022","17.3168","17.2900","17.3944","17.2689","","-0.03%"
"06/21/2022","17.3387","17.3344","17.4326","17.1990","","0.13%"
"06/21/2022","17.3120","17.3116","17.4374","17.2835","","-0.15%"
"06/22/2022","17.3370","17.3377","17.4624","17.2370","","0.14%"
"06/22/2022","17.3392","17.3120","17.3891","17.3014","","0.01%"
"06/23/2022","17.3532","17.3375","17.4585","17.2365","","0.08%"
"06/23/2022","16.8860","17.3377","17.3828","16.4759","","-2.69%"
"06/24/2022","16.8860","17.3563","17.4583","16.4858","","0.00%"
"06/27/2022","16.5229","16.8648","16.8944","16.0021","","-2.15%"
"06/27/2022","16.5928","16.5517","16.6890","16.5024","","0.42%"
"06/28/2022","16.6732","16.5583","16.7339","16.4384","","0.48%"
"06/28/2022","16.6417","16.5943","16.7146","16.5453","","-0.19%"
"06/29/2022","16.6368","16.6744","16.8175","16.4470","","-0.03%"
"06/29/2022","16.6675","16.6421","16.7675","16.5347","","0.18%"
"06/30/2022","16.6933","16.6388","16.8493","16.4770","","0.15%"
"06/30/2022","16.7613","16.6675","16.8022","16.6602","","0.41%"
"07/01/2022","16.7613","16.6968","16.8340","16.5898","","0.00%"
"07/04/2022","16.7967","16.7634","16.8850","16.6516","","0.21%"
"07/04/2022","16.9463","16.8124","17.0723","16.7717","","0.89%"
"07/05/2022","16.9608","16.8161","17.0568","16.7122","","0.09%"
"07/05/2022","17.2009","16.9786","17.2838","16.9433","","1.42%"
"07/06/2022","17.2098","16.9999","17.2725","16.8820","","0.05%"
"07/06/2022","17.2309","17.2009","17.3288","17.1782","","0.12%"
"07/07/2022","17.2693","17.2269","17.3881","17.1319","","0.22%"
"07/07/2022","17.2683","17.2229","17.3383","17.1740","","-0.01%"
"07/08/2022","17.2683","17.2714","17.3968","17.1456","","0.00%"
"07/11/2022","17.3555","17.2738","17.4090","17.2438","","0.50%"
"07/11/2022","17.2993","17.3605","17.3980","17.2245","","-0.32%"
"07/12/2022","17.3000","17.3743","17.4193","17.2383","","0.00%"
"07/12/2022","17.3778","17.2772","17.4610","17.2230","","0.45%"
"07/13/2022","17.3974","17.3164","17.4996","17.2043","","0.11%"
"07/13/2022","17.4344","17.4310","17.5111","17.3690","","0.21%"
"07/14/2022","17.4047","17.4292","17.5660","17.3179","","-0.17%"
"07/14/2022","17.3950","17.4344","17.4891","17.2451","","-0.06%"
"07/15/2022","17.3950","17.4469","17.5028","17.2600","","0.00%"
"07/18/2022","17.4309","17.3521","17.5677","17.2558","","0.21%"
"07/18/2022","17.5398","17.4375","17.5865","17.4197","","0.62%"
"07/19/2022","17.5562","17.4624","17.6515","17.3718","","0.09%"
"07/19/2022","17.5761","17.5401","17.6267","17.4720","","0.11%"
"07/20/2022","17.6034","17.5635","17.6856","17.3596","","0.16%"
"07/20/2022","17.6978","17.5761","17.7726","17.5562","","0.54%"
"07/21/2022","17.7084","17.6057","17.7908","17.4716","","0.06%"
"07/21/2022","17.7173","17.7043","17.7966","17.6227","","0.05%"
"07/22/2022","17.7173","17.7157","17.8305","17.5391","","0.00%"
"07/25/2022","17.7679","17.7394","17.9040","17.6621","","0.29%"
"07/25/2022","17.8422","17.7964","17.8790","17.7550","","0.42%"
"07/26/2022","17.8592","17.8037","17.9436","17.5712","","0.10%"
"07/26/2022","17.8653","17.8393","17.9540","17.8229","","0.03%"
"07/27/2022","17.8651","17.8618","17.9851","17.7521","","0.00%"
"07/27/2022","17.9291","17.8572","17.9768","17.8339","","0.36%"
"07/28/2022","17.9049","17.8873","18.0105","17.7614","","-0.14%"
"07/28/2022","17.9114","17.9287","17.9697","17.7643","","0.04%"
"07/29/2022","17.9114","17.9132","18.0470","17.7005","","0.00%"
"08/01/2022","17.8987","17.9084","18.0415","17.7723","","-0.07%"
"08/01/2022","17.9277","17.9069","17.9645","17.8507","","0.16%"
"08/02/2022","17.9253","17.9014","18.0382","17.8285","","-0.01%"
"08/02/2022","17.9144","17.9328","18.0863","17.9125","","-0.06%"
"08/03/2022","17.9367","17.9447","18.0594","17.8459","","0.12%"
"08/03/2022","17.8972","17.9144","17.9869","17.8920","","-0.22%"
"08/04/2022","17.9197","17.9412","18.0506","17.8118","","0.13%"
"08/04/2022","17.9101","17.8943","17.9980","17.8883","","-0.05%"
"08/05/2022","17.9101","17.9273","18.0545","17.8174","","0.00%"
"08/08/2022","17.9106","17.9116","18.0553","17.8303","","0.00%"
"08/08/2022","17.8944","17.9411","17.9726","17.8381","","-0.09%"
"08/09/2022","17.8907","17.9380","18.0483","17.6443","","-0.02%"
"08/09/2022","17.8049","17.8944","17.9795","17.8049","","-0.48%"
"08/10/2022","17.8708","17.9018","18.0354","17.7650","","0.37%"
"08/10/2022","17.9231","17.8474","17.9658","17.8041","","0.29%"
"08/11/2022","17.9336","17.8741","18.0337","17.7890","","0.06%"
"08/11/2022","17.9324","17.9368","17.9753","17.9074","","-0.01%"
"08/12/2022","17.9324","17.9449","18.0592","17.8158","","0.00%"
"08/15/2022","17.9500","17.9324","18.0513","17.8227","","0.10%"
"08/15/2022","17.9004","17.9482","17.9703","17.8855","","-0.28%"
"08/16/2022","17.9095","17.9587","18.0522","17.8344","","0.05%"
"08/16/2022","17.9342","17.9042","18.0056","17.8999","","0.14%"
"08/17/2022","17.9349","17.9319","18.0473","17.8395","","0.00%"
"08/17/2022","18.0561","17.9345","18.1655","17.9235","","0.68%"
"08/18/2022","18.0075","17.9506","18.1502","17.8547","","-0.27%"
"08/18/2022","18.0850","18.0587","18.1261","18.0385","","0.43%"
"08/19/2022","18.0850","18.0322","18.1956","17.9719","","0.00%"
"08/22/2022","18.0480","18.0807","18.2295","17.9951","","-0.20%"
"08/22/2022","18.0920","18.0278","18.1366","18.0192","","0.24%"
"08/23/2022","18.0973","18.0721","18.2070","17.9849","","0.03%"
"08/23/2022","18.1378","18.0756","18.1685","18.0756","","0.22%"
"08/24/2022","18.1386","18.1137","18.2275","18.0170","","0.00%"
"08/24/2022","18.1544","18.1394","18.1850","18.1225","","0.09%"
"08/25/2022","18.1653","18.1514","18.2480","18.0498","","0.06%"
"08/25/2022","18.1433","18.1420","18.2083","18.1377","","-0.12%"
"08/26/2022","18.1433","18.1702","18.3405","18.0704","","0.00%"
"08/29/2022","18.1772","18.1647","18.2720","18.0802","","0.19%"
"08/29/2022","18.1520","18.1730","18.2154","18.1249","","-0.14%"
"08/30/2022","18.1650","18.1821","18.2131","18.1425","","0.07%"
"08/30/2022","18.1712","18.1518","18.2273","18.1272","","0.03%"
"08/31/2022","18.1868","18.1840","18.2910","18.0811","","0.09%"
"08/31/2022","18.2050","18.1797","18.2311","18.1345","","0.10%"
"09/01/2022","18.1993","18.1976","18.2461","18.1510","","-0.03%"
"09/01/2022","18.2491","18.1975","18.2589","18.1636","","0.27%"
"09/02/2022","18.1777","18.2047","18.3442","18.1138","","-0.39%"
"09/05/2022","18.2108","18.1971","18.3090","18.1220","","0.18%"
"09/05/2022","18.2153","18.2042","18.2838","18.1835","","0.02%"
"09/06/2022","18.2146","18.2189","18.3228","18.1182","","0.00%"
"09/06/2022","18.2170","18.2166","18.2685","18.1695","","0.01%"
"09/07/2022","18.2174","18.2246","18.3235","18.1135","","0.00%"
"09/07/2022","18.2253","18.2199","18.2610","18.1967","","0.04%"
"09/08/2022","18.2281","18.2274","18.3300","18.1280","","0.02%"
"09/08/2022","18.2334","18.2261","18.2769","18.1865","","0.03%"
"09/09/2022","18.2334","18.2336","18.3310","18.1355","","0.00%"
"09/12/2022","18.2152","18.2233","18.3270","18.1332","","-0.10%"
"09/12/2022","18.2418","18.2235","18.2885","18.2075","","0.15%"
"09/13/2022","18.2430","18.2243","18.3312","18.1350","","0.01%"
"09/13/2022","18.2254","18.2512","18.2666","18.2119","","-0.10%"
"09/14/2022","18.2331","18.2498","18.3420","18.1535","","0.04%"
"09/14/2022","18.2570","18.2282","18.2933","18.2165","","0.13%"
"09/15/2022","18.2638","18.2374","18.3520","18.1546","","0.04%"
"09/15/2022","18.2543","18.2400","18.2947","18.2227","","-0.05%"
"09/16/2022","18.2543","18.2661","18.3587","18.1525","","0.00%"
"09/19/2022","18.2803","18.2565","18.3745","18.1649","","0.14%"
"09/19/2022","18.3080","18.2922","18.3457","18.2740","","0.15%"
"09/20/2022","18.3015","18.2866","18.3958","18.1950","","-0.04%"
"09/20/2022","18.3034","18.2964","18.3604","18.2865","","0.01%"
"09/21/2022","18.3230","18.3067","18.4123","18.2000","","0.11%"
"09/21/2022","18.3204","18.3154","18.4100","18.2954","","-0.01%"
"09/22/2022","18.3212","18.3285","18.4546","18.2455","","0.00%"
"09/22/2022","18.4131","18.3127","18.4627","18.2905","","0.50%"
"09/23/2022","18.4131","18.3420","18.4900","18.2493","","0.00%"
"09/26/2022","18.4327","18.4040","18.5434","18.3223","","0.11%"
"09/26/2022","18.4297","18.4475","18.5823","18.3863","","-0.02%"
"09/27/2022","18.4332","18.4592","18.5808","18.3382","","0.02%"
"09/27/2022","18.5367","18.4300","18.5713","18.3846","","0.56%"
"09/28/2022","18.5040","18.4384","18.6045","18.3566","","-0.18%"
"09/28/2022","18.4519","18.4679","18.5592","18.4363","","-0.28%"
"09/29/2022","18.4961","18.5113","18.6195","18.4265","","0.24%"
"09/29/2022","18.5000","18.4944","18.5715","18.4447","","0.02%"
"09/30/2022","18.5000","18.4987","18.6262","18.4018","","0.00%"
"10/03/2022","18.5428","18.4895","18.6460","18.4065","","0.23%"
"10/03/2022","18.5309","18.5219","18.6264","18.4275","","-0.06%"
"10/04/2022","18.5668","18.5489","18.6655","18.3570","","0.19%"
"10/04/2022","18.5565","18.5360","18.6463","18.5188","","-0.06%"
"10/05/2022","18.5595","18.5780","18.6931","18.4636","","0.02%"
"10/05/2022","18.5820","18.5568","18.6537","18.5344","","0.12%"
"10/06/2022","18.5719","18.5694","18.6810","18.4683","","-0.05%"
"10/06/2022","18.5620","18.5799","18.6485","18.5281","","-0.05%"
"10/07/2022","18.5620","18.5756","18.6915","18.4802","","0.00%"
"10/10/2022","18.5737","18.5823","18.6870","18.4531","","0.06%"
"10/10/2022","18.5775","18.5492","18.6644","18.5105","","0.02%"
"10/11/2022","18.5875","18.5795","18.7060","18.4784","","0.05%"
"10/11/2022","18.5291","18.5797","18.6236","18.4888","","-0.31%"
"10/12/2022","18.5571","18.5919","18.6791","18.4592","","0.15%"
"10/12/2022","18.5350","18.5046","18.5910","18.4883","","-0.12%"
"10/13/2022","18.5218","18.5676","18.6705","18.4543","","-0.07%"
"10/13/2022","18.5585","18.5289","18.6033","18.5289","","0.20%"
"10/14/2022","18.5585","18.5540","18.6712","18.4545","","0.00%"
"10/17/2022","18.5610","18.5760","18.6721","18.4789","","0.01%"
"10/17/2022","18.5875","18.6074","18.6342","18.5237","","0.14%"
"10/18/2022","18.5794","18.5808","18.6780","18.4631","","-0.04%"
"10/18/2022","18.5829","18.5822","18.6249","18.5506","","0.02%"
"10/19/2022","18.5887","18.5879","18.6813","18.4517","","0.03%"
"10/19/2022","18.5732","18.5736","18.6430","18.5236","","-0.08%"
"10/20/2022","18.5868","18.5907","18.6843","18.4688","","0.07%"
"10/20/2022","18.5884","18.5787","18.6262","18.5341","","0.01%"
"10/21/2022","18.5884","18.5980","18.6933","18.4827","","0.00%"
"10/24/2022","18.6036","18.5960","18.6978","18.4720","","0.08%"
"10/24/2022","18.5880","18.5486","18.6527","18.5198","","-0.08%"
"10/25/2022","18.5895","18.6072","18.6996","18.4795","","0.01%"
"10/25/2022","18.5784","18.5900","18.6375","18.5196","","-0.06%"
"10/26/2022","18.5911","18.6050","18.7009","18.4850","","0.07%"
"10/26/2022","18.6209","18.6037","18.6620","18.5369","","0.16%"
"10/27/2022","18.5974","18.6049","18.7110","18.4395","","-0.13%"
"10/27/2022","18.5813","18.5864","18.6617","18.5542","","-0.09%"
"10/28/2022","18.5813","18.6001","18.7077","18.4970","","0.00%"
"10/31/2022","18.5920","18.5940","18.7073","18.4976","","0.06%"
"10/31/2022","18.5535","18.6006","18.6773","18.4801","","-0.21%"
"11/01/2022","18.5657","18.6149","18.7119","18.4783","","0.07%"
"11/01/2022","18.6019","18.5549","18.6640","18.5440","","0.19%"
"11/02/2022","18.6219","18.5833","18.7135","18.4958","","0.11%"
"11/02/2022","18.6021","18.5842","18.6576","18.5842","","-0.11%"
"11/03/2022","18.6144","18.6290","18.7115","18.5182","","0.07%"
"11/03/2022","18.5657","18.5929","18.6794","18.4910","","-0.26%"
"11/04/2022","18.5657","18.6175","18.7242","18.4721","","0.00%"
"11/07/2022","18.4431","18.5681","18.6980","18.4070","","-0.66%"
"11/07/2022","18.5284","18.4374","18.6100","18.4071","","0.46%"
"11/08/2022","18.5284","18.4452","18.6810","18.3814","","0.00%"
"11/08/2022","18.5686","18.5191","18.6462","18.4966","","0.22%"
"11/09/2022","18.5857","18.5361","18.6926","18.4490","","0.09%"
"11/09/2022","18.4593","18.5678","18.6728","18.4592","","-0.68%"
"11/10/2022","18.4798","18.5910","18.7185","18.4219","","0.11%"
"11/10/2022","18.5717","18.4593","18.5848","18.4576","","0.50%"
"11/11/2022","18.5705","18.4889","18.6675","18.3850","","-0.01%"
"11/14/2022","18.5846","18.5631","18.6933","18.4328","","0.08%"
"11/14/2022","18.6017","18.5846","18.6494","18.5427","","0.09%"
"11/15/2022","18.6020","18.6192","18.7003","18.4899","","0.00%"
"11/15/2022","18.6036","18.5880","18.6612","18.5565","","0.01%"
"11/16/2022","18.5920","18.6112","18.7106","18.4985","","-0.06%"
"11/16/2022","18.5599","18.5920","18.6280","18.5429","","-0.17%"
"11/17/2022","18.5599","18.6105","18.7005","18.4860","","0.00%"
"11/17/2022","18.5889","18.5445","18.6321","18.5337","","0.16%"
"11/18/2022","18.5889","18.5879","18.7065","18.4980","","0.00%"
"11/21/2022","18.6118","18.6223","18.7105","18.4883","","0.12%"
"11/21/2022","18.5819","18.6073","18.6469","18.5709","","-0.16%"
"11/22/2022","18.6081","18.6213","18.7201","18.5105","","0.14%"
"11/22/2022","18.6037","18.6081","18.6313","18.5786","","-0.02%"
"11/23/2022","18.6062","18.6133","18.7113","18.5103","","0.01%"
"11/23/2022","18.6046","18.6058","18.6457","18.5819","","-0.01%"
"11/24/2022","18.5986","18.6172","18.7202","18.5118","","-0.03%"
"11/24/2022","18.5816","18.5795","18.6619","18.5707","","-0.09%"
"11/25/2022","18.5851","18.6098","18.7223","18.5163","","0.02%"
"11/28/2022","18.6166","18.5930","18.7174","18.5025","","0.17%"
"11/28/2022","18.6138","18.6005","18.6863","18.5846","","-0.02%"
"11/29/2022","18.6374","18.6306","18.7444","18.5103","","0.13%"
"11/29/2022","18.5895","18.6567","18.7260","18.5848","","-0.26%"
"11/30/2022","18.5895","18.6387","18.7360","18.5242","","0.00%"
"11/30/2022","18.6115","18.6099","18.6913","18.5756","","0.12%"
"12/01/2022","18.6313","18.6126","18.7341","18.5185","","0.11%"
"12/01/2022","18.6303","18.6277","18.7069","18.6096","","-0.01%"
"12/02/2022","18.6303","18.6376","18.7444","18.5380","","0.00%"
"12/05/2022","18.6227","18.6344","18.7593","18.5301","","-0.04%"
"12/05/2022","18.6248","18.6346","18.6600","18.5997","","0.01%"
"12/06/2022","18.6240","18.6446","18.7261","18.5271","","0.00%"
"12/06/2022","18.6203","18.6170","18.6565","18.5964","","-0.02%"
"12/07/2022","18.6355","18.6322","18.7265","18.5306","","0.08%"
"12/07/2022","18.6243","18.6203","18.6860","18.6115","","-0.06%"
"12/08/2022","18.6324","18.6414","18.7321","18.5352","","0.04%"
"12/08/2022","18.6503","18.6113","18.6905","18.6113","","0.10%"
"12/09/2022","18.6503","18.6423","18.7409","18.5390","","0.00%"
"12/12/2022","18.6325","18.6479","18.7409","18.5245","","-0.10%"
"12/12/2022","18.5717","18.6241","18.7085","18.5362","","-0.33%"
"12/13/2022","18.5750","18.6399","18.7658","18.4940","","0.02%"
"12/13/2022","18.6035","18.5970","18.6685","18.5361","","0.15%"
"12/14/2022","18.6232","18.6197","18.7304","18.4955","","0.11%"
"12/14/2022","18.6031","18.5954","18.6791","18.5540","","-0.11%"
"12/15/2022","18.6368","18.6280","18.7416","18.5012","","0.18%"
"12/15/2022","18.6460","18.6264","18.6810","18.5957","","0.05%"
"12/16/2022","18.6343","18.6397","18.7460","18.5420","","-0.06%"
"12/19/2022","18.6426","18.6380","18.7441","18.5542","","0.04%"
"12/19/2022","18.6406","18.6353","18.6833","18.6219","","-0.01%"
"12/20/2022","18.6479","18.6527","18.7523","18.5540","","0.04%"
"12/20/2022","18.6502","18.6479","18.7076","18.5987","","0.01%"
"12/21/2022","18.6749","18.6621","18.7715","18.5555","","0.13%"
"12/21/2022","18.6424","18.6220","18.7042","18.6219","","-0.17%"
"12/22/2022","18.6424","18.6570","18.7665","18.5611","","0.00%"
"12/22/2022","18.6570","18.6422","18.7208","18.6115","","0.08%"
"12/23/2022","18.6637","18.6653","18.7838","18.5655","","0.04%"
"12/26/2022","18.6618","18.6622","18.7917","18.5413","","-0.01%"
"12/26/2022","18.6670","18.6603","18.7948","18.6164","","0.03%"
"12/27/2022","18.6669","18.6855","18.8229","18.5690","","0.00%"
"12/27/2022","18.6777","18.6669","18.7736","18.6151","","0.06%"
"12/28/2022","18.7157","18.7020","18.8111","18.5680","","0.20%"
"12/28/2022","18.6889","18.7009","18.7467","18.6688","","-0.14%"
"12/29/2022","18.6941","18.7185","18.8044","18.6116","","0.03%"
"12/29/2022","18.6877","18.7028","18.7504","18.6691","","-0.03%"
"12/30/2022","18.6883","18.7097","18.8008","18.5996","","0.00%"
"01/02/2023","18.7120","18.6985","18.8157","18.5790","","0.13%"
"01/02/2023","18.6979","18.6940","18.8064","18.6711","","-0.08%"
"01/03/2023","18.7108","18.7148","18.8168","18.6084","","0.07%"
"01/03/2023","18.7224","18.7151","18.8124","18.6837","","0.06%"
"01/04/2023","18.7387","18.7292","18.8304","18.6346","","0.09%"
"01/04/2023","18.7378","18.7224","18.8135","18.7224","","0.00%"
"01/05/2023","18.7616","18.7439","18.8535","18.6455","","0.13%"
"01/05/2023","18.7524","18.7178","18.8204","18.6736","","-0.05%"
"01/06/2023","18.7524","18.7647","18.8682","18.6402","","0.00%"
"01/09/2023","18.7652","18.7349","18.8731","18.6280","","0.07%"
"01/09/2023","18.7622","18.7652","18.8013","18.5565","","-0.02%"
"01/10/2023","18.7738","18.7757","18.8652","18.5917","","0.06%"
"01/10/2023","18.7633","18.7640","18.8429","18.7061","","-0.06%"
"01/11/2023","18.7754","18.7782","18.8827","18.6704","","0.06%"
"01/11/2023","18.7785","18.7814","18.7865","18.7006","","0.02%"
"01/12/2023","18.7709","18.7775","18.8655","18.6700","","-0.04%"
"01/12/2023","18.7824","18.7593","18.8505","18.7474","","0.06%"
"01/13/2023","18.7806","18.7808","18.8816","18.6825","","-0.01%"
"01/16/2023","18.7956","18.8027","18.8914","18.6900","","0.08%"
"01/16/2023","18.7155","18.7772","18.8145","18.6980","","-0.43%"
"01/17/2023","18.7083","18.7914","18.8759","18.6634","","-0.04%"
"01/17/2023","18.7588","18.7443","18.8123","18.7051","","0.27%"
"01/18/2023","18.7588","18.7526","18.8760","18.6705","","0.00%"
"01/18/2023","18.7575","18.7571","18.8040","18.7140","","-0.01%"
"01/19/2023","18.7578","18.7621","18.8766","18.6785","","0.00%"
"01/19/2023","18.7579","18.7506","18.8422","18.7079","","0.00%"
"01/20/2023","18.7579","18.7602","18.9004","18.6820","","0.00%"
"01/23/2023","18.8052","18.7611","18.9013","18.6800","","0.25%"
"01/23/2023","18.7975","18.8030","18.8341","18.7151","","-0.04%"
"01/24/2023","18.8230","18.8113","18.8939","18.5960","","0.14%"
"01/24/2023","18.7754","18.8096","18.8434","18.7603","","-0.25%"
"01/25/2023","18.7753","18.8267","18.9004","18.7074","","0.00%"
"01/25/2023","18.7947","18.7896","18.8220","18.7557","","0.10%"
"01/26/2023","18.7963","18.7973","18.8945","18.7055","","0.01%"
"01/26/2023","18.7860","18.7745","18.8242","18.7620","","-0.05%"
"01/27/2023","18.8079","18.8039","18.8930","18.7101","","0.12%"
"01/30/2023","18.7851","18.8110","18.9114","18.6870","","-0.12%"
"01/30/2023","18.8056","18.7722","18.8455","18.7534","","0.11%"
"01/31/2023","18.8064","18.7903","18.9014","18.6956","","0.00%"
"01/31/2023","18.7677","18.7775","18.8762","18.7569","","-0.21%"
"02/01/2023","18.7964","18.8115","18.9091","18.7140","","0.15%"
"02/01/2023","18.8023","18.7964","18.8320","18.7645","","0.03%"
"02/02/2023","18.7920","18.8067","18.8968","18.7143","","-0.05%"
"02/02/2023","18.8186","18.8031","18.8700","18.7782","","0.14%"
"02/03/2023","18.8186","18.8067","18.9217","18.7189","","0.00%"
"02/06/2023","18.8137","18.8207","18.9170","18.7122","","-0.03%"
"02/06/2023","18.8147","18.7661","18.8575","18.7661","","0.01%"
"02/07/2023","18.8146","18.8258","18.9179","18.7215","","0.00%"
"02/07/2023","18.8062","18.8147","18.8612","18.7837","","-0.04%"
"02/08/2023","18.8232","18.8249","18.9230","18.7309","","0.09%"
"02/08/2023","18.8129","18.8239","18.8469","18.7933","","-0.05%"
"02/09/2023","18.8199","18.8290","18.9139","18.7348","","0.04%"
"02/09/2023","18.8131","18.8199","18.8559","18.7931","","-0.04%"
"02/10/2023","18.8107","18.8286","18.9254","18.7248","","-0.01%"
"02/13/2023","18.8288","18.8155","18.9211","18.7157","","0.10%"
"02/13/2023","18.8230","18.8195","18.8734","18.8053","","-0.03%"
"02/14/2023","18.8315","18.8390","18.9309","18.7367","","0.05%"
"02/14/2023","18.8551","18.8287","18.9348","18.8013","","0.13%"
"02/15/2023","18.8359","18.8395","19.0370","18.7355","","-0.10%"
"02/15/2023","18.8380","18.8529","18.9003","18.8289","","0.01%"
"02/16/2023","18.8380","18.8513","18.9431","18.7472","","0.00%"
"02/16/2023","18.7934","18.8463","18.8917","18.7934","","-0.24%"
"02/17/2023","18.8247","18.8481","18.9541","18.7475","","0.17%"
"02/20/2023","18.8727","18.8590","18.9583","18.7494","","0.25%"
"02/20/2023","18.8670","18.8556","18.9133","18.8107","","-0.03%"
"02/21/2023","18.8608","18.8748","18.9641","18.7568","","-0.03%"
"02/22/2023","18.8467","18.8715","18.9584","18.7509","","-0.07%"
"02/23/2023","18.8721","18.8702","18.9592","18.7750","","0.13%"
"02/24/2023","18.8676","18.8813","18.9707","18.7621","","-0.02%"
"02/27/2023","18.8793","18.8620","19.0019","18.7587","","0.06%"
"02/28/2023","18.8761","18.8839","19.0166","18.7715","","-0.02%"
"03/01/2023","18.8795","18.8847","18.9678","18.7855","","0.02%"
"03/02/2023","18.8639","18.8845","18.9804","18.7804","","-0.08%"
"03/03/2023","18.8195","18.8648","18.9881","18.7062","","-0.24%"
"03/06/2023","18.8974","18.8244","18.9994","18.7585","","0.41%"
"03/07/2023","18.8901","18.8995","19.0373","18.7871","","-0.04%"
"03/08/2023","18.9257","18.9219","19.0535","18.8202","","0.19%"
"03/09/2023","18.9479","18.9368","19.0595","18.8237","","0.12%"
"03/10/2023","18.9551","18.9522","19.0727","18.8230","","0.04%"
"03/13/2023","18.9664","18.9548","19.1120","18.7880","","0.06%"
"03/14/2023","18.9747","18.9693","19.1220","18.8040","","0.04%"
"03/15/2023","18.9746","18.9750","19.3368","18.8780","","0.00%"
"03/16/2023","18.9761","18.9888","19.1400","18.6445","","0.01%"
"03/17/2023","19.0095","19.0027","19.1043","18.9030","","0.18%"
"03/20/2023","18.9983","19.0111","19.1090","18.9035","","-0.06%"
"03/21/2023","19.0150","19.0091","19.1236","18.8022","","0.09%"
"03/22/2023","19.0371","19.0317","19.1353","18.9294","","0.12%"
"03/23/2023","19.0046","19.0427","19.1469","18.9163","","-0.17%"
"03/24/2023","19.0457","19.0392","19.2557","18.9500","","0.22%"
"03/27/2023","19.0898","19.0589","19.1880","18.9700","","0.23%"
"03/28/2023","19.1115","19.0922","19.2281","19.0009","","0.11%"
"03/29/2023","19.1126","19.1164","19.2393","19.0187","","0.01%"
"03/30/2023","19.1676","19.1385","19.2720","19.0386","","0.29%"
"03/31/2023","19.1582","19.1726","19.2887","19.0660","","-0.05%"
"04/03/2023","19.1749","19.1863","19.2932","19.0898","","0.09%"
"04/04/2023","19.2062","19.1952","19.3202","19.0923","","0.16%"
"04/05/2023","19.2394","19.2180","19.3483","19.1166","","0.17%"
"04/06/2023","19.2454","19.2444","19.5240","19.1507","","0.03%"
"04/07/2023","19.2283","19.2518","19.3592","19.1357","","-0.09%"
"04/10/2023","19.2707","19.2485","19.3696","19.1545","","0.22%"
"04/11/2023","19.2803","19.2758","19.3878","19.1780","","0.05%"
"04/12/2023","19.3030","19.2879","19.4079","19.1945","","0.12%"
"04/13/2023","19.3132","19.3128","19.4436","19.2232","","0.05%"
"04/14/2023","19.3446","19.3323","19.4725","19.2355","","0.16%"
"04/17/2023","19.3861","19.3653","19.5148","19.2652","","0.21%"
"04/18/2023","19.3857","19.3936","19.5091","19.2760","","0.00%"
"04/19/2023","19.3855","19.3874","19.5235","19.2868","","0.00%"
"04/20/2023","19.4010","19.3982","19.5086","19.2950","","0.08%"
"04/21/2023","19.3741","19.4050","19.4865","19.3118","","-0.14%"
"04/24/2023","19.4109","19.4042","19.5015","19.3033","","0.19%"
"04/25/2023","19.4245","19.3780","19.5270","19.2935","","0.07%"
"04/26/2023","19.3972","19.4271","19.5385","19.3165","","-0.14%"
"04/27/2023","19.4341","19.4231","19.5485","19.3115","","0.19%"
"04/28/2023","19.4478","19.4364","19.5609","19.3323","","0.07%"
"05/01/2023","19.4282","19.4425","19.5413","19.3490","","-0.10%"
"05/02/2023","19.4461","19.4573","19.5755","19.3490","","0.09%"
"05/03/2023","19.4581","19.4704","19.5849","19.3638","","0.06%"
"05/04/2023","19.4926","19.4753","19.5942","19.3630","","0.18%"
"05/05/2023","19.5172","19.4961","19.6155","19.3750","","0.13%"
"05/08/2023","19.4994","19.5000","19.6313","19.3624","","-0.09%"
"05/09/2023","19.5016","19.5075","19.6248","19.3993","","0.01%"
"05/10/2023","19.5378","19.5210","19.6588","19.3785","","0.19%"
"05/11/2023","19.5404","19.5443","19.7001","19.4249","","0.01%"
"05/12/2023","19.5600","19.5595","19.7355","19.4123","","0.10%"
"05/15/2023","19.6520","19.6140","19.7804","19.4798","","0.47%"
"05/16/2023","19.7229","19.6699","19.8290","19.5696","","0.36%"
"05/17/2023","19.7422","19.7260","19.8715","19.5788","","0.10%"
